TransactionID,CustomerID,PurchaseDate,Product,Category,Quantity,UnitPrice,City,Gender,Age,Quantity_Norm,UnitPrice_Norm,Age_Norm,Clusters,Age_Bin,Age_Group,Total_Spend,Purchase_Year,Purchase_Month,Season,Cluster_Label_Desc
2848,CUST1309,10-03-2025,Socks,Footwear,2,4204.0,Pune,Female,30,0.25,0.8411364545818327,0.2465753424657534,1,Adults,30-44,8408.0,2025,3,Summer,Premium Buyers
2849,CUST1654,03-04-2025,Dress,Women'S Wear,2,2405.0,Pune,Female,37,0.25,0.4811924769907963,0.3424657534246575,2,Seniors,30-44,4810.0,2025,4,Summer,Budget Buyers
2849,CUST1654,04-03-2025,Handbag,Accessories,2,3424.0,Delhi,Female,43,0.25,0.6850740296118447,0.4246575342465753,1,Seniors,30-44,6848.0,2025,3,Summer,Premium Buyers
2849,CUST1654,04-03-2025,Scarf,Accessories,5,4486.0,Nashik,Male,33,1.0,0.8975590236094437,0.2876712328767123,0,Adults,30-44,22430.0,2025,3,Summer,Frequent Buyers
2850,CUST1642,04-08-2025,Sneakers,Footwear,3,1275.0,Pune,Female,53,0.5,0.2551020408163265,0.5616438356164384,2,Seniors,45-59,3825.0,2025,8,Monsoon,Budget Buyers
2850,CUST1642,08-04-2025,Socks,Footwear,1,536.0,Pune,Male,41,0.0,0.1072428971588635,0.3972602739726027,2,Seniors,30-44,536.0,2025,4,Summer,Budget Buyers
2850,CUST1642,08-04-2025,Dress,Women'S Wear,4,1786.0,Delhi,Female,33,0.75,0.3573429371748699,0.2876712328767123,0,Adults,30-44,7144.0,2025,4,Summer,Frequent Buyers
2850,CUST1642,04-08-2025,Shorts,Bottomwear,5,2683.0,Bangalore,Male,61,1.0,0.5368147258903562,0.6712328767123288,0,Old People,60+,13415.0,2025,8,Monsoon,Frequent Buyers
2851,CUST0623,20-10-2024,Dress,Women'S Wear,4,492.0,Bangalore,Female,38,0.75,0.0984393757503001,0.3561643835616438,0,Seniors,30-44,1968.0,2024,10,Autumn,Frequent Buyers
2851,CUST0623,20-10-2024,Handbag,Accessories,1,2992.0,Delhi,Female,41,0.0,0.5986394557823129,0.3972602739726027,1,Seniors,30-44,2992.0,2024,10,Autumn,Premium Buyers
2852,CUST0132,23-10-2024,Shirt,Topwear,4,524.0,Delhi,Female,37,0.75,0.1048419367747098,0.3424657534246575,0,Seniors,30-44,2096.0,2024,10,Autumn,Frequent Buyers
2852,CUST0132,23-10-2024,Tie,Accessories,4,4881.0,Nashik,Female,43,0.75,0.9765906362545018,0.4246575342465753,0,Seniors,30-44,19524.0,2024,10,Autumn,Frequent Buyers
2852,CUST0132,23-10-2024,Dress,Women'S Wear,4,3792.0,Pune,Female,25,0.75,0.758703481392557,0.1780821917808219,0,Adults,18-29,15168.0,2024,10,Autumn,Frequent Buyers
2852,CUST0132,23-10-2024,Watch,Accessories,5,2162.0,Thane,Female,62,1.0,0.4325730292116846,0.684931506849315,0,Old People,60+,10810.0,2024,10,Autumn,Frequent Buyers
2853,CUST1476,04-06-2025,Jeans,Bottomwear,3,916.0,Delhi,Male,30,0.5,0.1832733093237294,0.2465753424657534,2,Adults,30-44,2748.0,2025,6,Monsoon,Budget Buyers
2853,CUST1476,04-06-2025,Belt,Accessories,4,3313.0,Nashik,Female,62,0.75,0.6628651460584234,0.684931506849315,0,Old People,60+,13252.0,2025,6,Monsoon,Frequent Buyers
2854,CUST1424,11-05-2024,Sneakers,Footwear,2,2883.0,Nashik,Male,26,0.25,0.5768307322929171,0.1917808219178082,1,Adults,18-29,5766.0,2024,5,Summer,Premium Buyers
2854,CUST1424,11-05-2024,Socks,Footwear,2,2250.0,Nashik,Male,25,0.25,0.4501800720288115,0.1780821917808219,2,Adults,18-29,4500.0,2024,5,Summer,Budget Buyers
2855,CUST2375,31-03-2024,Jacket,Outerwear,3,1312.0,Thane,Female,60,0.5,0.2625050020008003,0.6575342465753424,2,Old People,60+,3936.0,2024,3,Summer,Budget Buyers
2855,CUST2375,31-03-2024,Scarf,Accessories,3,1888.0,Pune,Male,23,0.5,0.377751100440176,0.1506849315068493,2,Adults,18-29,5664.0,2024,3,Summer,Budget Buyers
2856,CUST2274,15-10-2025,Socks,Footwear,2,710.0,Bangalore,Male,41,0.25,0.1420568227290916,0.3972602739726027,2,Seniors,30-44,1420.0,2025,10,Autumn,Budget Buyers
2856,CUST2274,15-10-2025,Dress,Women'S Wear,4,3990.0,Delhi,Female,35,0.75,0.7983193277310925,0.3150684931506849,0,Adults,30-44,15960.0,2025,10,Autumn,Frequent Buyers
2857,CUST0651,21-03-2025,Scarf,Accessories,2,1844.0,Nashik,Male,61,0.25,0.3689475790316126,0.6712328767123288,2,Old People,60+,3688.0,2025,3,Summer,Budget Buyers
2857,CUST0651,21-03-2025,Tie,Accessories,2,4932.0,Thane,Female,36,0.25,0.9867947178871548,0.3287671232876712,1,Seniors,30-44,9864.0,2025,3,Summer,Premium Buyers
2857,CUST0651,21-03-2025,Shorts,Bottomwear,4,3039.0,Thane,Female,41,0.75,0.6080432172869148,0.3972602739726027,0,Seniors,30-44,12156.0,2025,3,Summer,Frequent Buyers
2858,CUST0642,04-11-2024,Jacket,Outerwear,5,3341.0,Thane,Female,33,1.0,0.6684673869547819,0.2876712328767123,0,Adults,30-44,16705.0,2024,11,Autumn,Frequent Buyers
2858,CUST0642,04-11-2024,Scarf,Accessories,4,666.0,Mumbai,Male,56,0.75,0.1332533013205282,0.6027397260273972,0,Seniors,45-59,2664.0,2024,11,Autumn,Frequent Buyers
2859,CUST2362,16-09-2024,Jacket,Outerwear,3,4161.0,Mumbai,Male,53,0.5,0.8325330132052821,0.5616438356164384,1,Seniors,45-59,12483.0,2024,9,Autumn,Premium Buyers
2859,CUST2362,16-09-2024,Scarf,Accessories,2,3680.0,Pune,Female,38,0.25,0.7362945178071229,0.3561643835616438,1,Seniors,30-44,7360.0,2024,9,Autumn,Premium Buyers
2860,CUST0142,30-01-2024,Jacket,Outerwear,4,3672.0,Delhi,Female,29,0.75,0.7346938775510204,0.2328767123287671,0,Adults,18-29,14688.0,2024,1,Winter,Frequent Buyers
2860,CUST0142,30-01-2024,Scarf,Accessories,1,3109.0,Pune,Male,36,0.0,0.6220488195278111,0.3287671232876712,1,Seniors,30-44,3109.0,2024,1,Winter,Premium Buyers
2860,CUST0142,30-01-2024,Shirt,Topwear,4,564.0,Nashik,Male,49,0.75,0.112845138055222,0.5068493150684932,0,Seniors,45-59,2256.0,2024,1,Winter,Frequent Buyers
2860,CUST0142,30-01-2024,Tie,Accessories,2,2313.0,Delhi,Male,33,0.25,0.4627851140456182,0.2876712328767123,2,Adults,30-44,4626.0,2024,1,Winter,Budget Buyers
2861,CUST0302,28-09-2024,Shirt,Topwear,1,4184.0,Mumbai,Female,52,0.0,0.8371348539415766,0.547945205479452,1,Seniors,45-59,4184.0,2024,9,Autumn,Premium Buyers
2861,CUST0302,28-09-2024,Tie,Accessories,4,1298.0,Bangalore,Male,49,0.75,0.259703881552621,0.5068493150684932,0,Seniors,45-59,5192.0,2024,9,Autumn,Frequent Buyers
2862,CUST1226,21-01-2024,Jacket,Outerwear,1,3601.0,Mumbai,Male,47,0.0,0.7204881952781113,0.4794520547945205,1,Seniors,45-59,3601.0,2024,1,Winter,Premium Buyers
2862,CUST1226,21-01-2024,Scarf,Accessories,3,2596.0,Bangalore,Female,47,0.5,0.5194077631052421,0.4794520547945205,2,Seniors,45-59,7788.0,2024,1,Winter,Budget Buyers
2862,CUST1226,21-01-2024,Hoodie,Topwear,5,2596.0,Mumbai,Male,60,1.0,0.5194077631052421,0.6575342465753424,0,Old People,60+,12980.0,2024,1,Winter,Frequent Buyers
2863,CUST1578,19-09-2024,Dress,Women'S Wear,3,3219.0,Thane,Female,63,0.5,0.6440576230492197,0.6986301369863014,1,Old People,60+,9657.0,2024,9,Autumn,Premium Buyers
2863,CUST1578,19-09-2024,Handbag,Accessories,5,2352.0,Pune,Male,37,1.0,0.4705882352941176,0.3424657534246575,0,Seniors,30-44,11760.0,2024,9,Autumn,Frequent Buyers
2863,CUST1578,19-09-2024,Jeans,Bottomwear,3,1590.0,Mumbai,Male,38,0.5,0.3181272509003601,0.3561643835616438,2,Seniors,30-44,4770.0,2024,9,Autumn,Budget Buyers
2863,CUST1578,19-09-2024,Hoodie,Topwear,4,425.0,Thane,Male,34,0.75,0.0850340136054421,0.3013698630136986,0,Adults,30-44,1700.0,2024,9,Autumn,Frequent Buyers
2864,CUST0383,09-03-2024,Shirt,Topwear,2,3441.0,Nashik,Female,27,0.25,0.6884753901560624,0.2054794520547945,1,Adults,18-29,6882.0,2024,3,Summer,Premium Buyers
2864,CUST0383,03-09-2024,Tie,Accessories,2,545.0,Thane,Male,41,0.25,0.1090436174469788,0.3972602739726027,2,Seniors,30-44,1090.0,2024,9,Autumn,Budget Buyers
2865,CUST1891,25-10-2025,Sneakers,Footwear,5,1210.0,Delhi,Female,25,1.0,0.2420968387354942,0.1780821917808219,0,Adults,18-29,6050.0,2025,10,Autumn,Frequent Buyers
2865,CUST1891,25-10-2025,Socks,Footwear,3,3674.0,Pune,Female,50,0.5,0.735094037615046,0.5205479452054794,1,Seniors,45-59,11022.0,2025,10,Autumn,Premium Buyers
2865,CUST1891,25-10-2025,Watch,Accessories,4,2417.0,Pune,Female,31,0.75,0.48359343737495,0.2602739726027397,0,Adults,30-44,9668.0,2025,10,Autumn,Frequent Buyers
2866,CUST2167,23-11-2025,Dress,Women'S Wear,2,485.0,Pune,Female,28,0.25,0.0970388155262104,0.2191780821917808,2,Adults,18-29,970.0,2025,11,Autumn,Budget Buyers
2866,CUST2167,23-11-2025,Handbag,Accessories,4,3247.0,Mumbai,Female,64,0.75,0.6496598639455783,0.7123287671232876,0,Old People,60+,12988.0,2025,11,Autumn,Frequent Buyers
2866,CUST2167,23-11-2025,Socks,Footwear,2,1266.0,Bangalore,Female,19,0.25,0.2533013205282113,0.0958904109589041,2,Teenagers,18-29,2532.0,2025,11,Autumn,Budget Buyers
2867,CUST2395,13-03-2025,Sneakers,Footwear,2,2741.0,Delhi,Female,55,0.25,0.5484193677470989,0.589041095890411,1,Seniors,45-59,5482.0,2025,3,Summer,Premium Buyers
2867,CUST2395,13-03-2025,Socks,Footwear,4,3276.0,Bangalore,Female,48,0.75,0.6554621848739496,0.4931506849315068,0,Seniors,45-59,13104.0,2025,3,Summer,Frequent Buyers
2867,CUST2395,13-03-2025,Hoodie,Topwear,1,954.0,Delhi,Female,18,0.0,0.1908763505402161,0.0821917808219178,2,Teenagers,18-29,954.0,2025,3,Summer,Budget Buyers
2868,CUST2988,04-03-2025,Sneakers,Footwear,1,577.0,Pune,Female,50,0.0,0.1154461784713885,0.5205479452054794,2,Seniors,45-59,577.0,2025,3,Summer,Budget Buyers
2868,CUST2988,04-03-2025,Socks,Footwear,1,1042.0,Pune,Female,28,0.0,0.2084833933573429,0.2191780821917808,2,Adults,18-29,1042.0,2025,3,Summer,Budget Buyers
2868,CUST2988,04-03-2025,Jeans,Bottomwear,4,1799.0,Pune,Female,46,0.75,0.3599439775910364,0.4657534246575342,0,Seniors,45-59,7196.0,2025,3,Summer,Frequent Buyers
2868,CUST2988,03-04-2025,Dress,Women'S Wear,5,965.0,Pune,Female,46,1.0,0.1930772308923569,0.4657534246575342,0,Seniors,45-59,4825.0,2025,4,Summer,Frequent Buyers
2869,CUST1039,01-09-2025,Cap,Accessories,4,4842.0,Pune,Male,20,0.75,0.9687875150060024,0.1095890410958904,0,Adults,18-29,19368.0,2025,9,Autumn,Frequent Buyers
2869,CUST1039,09-01-2025,Shirt,Topwear,4,4562.0,Pune,Male,33,0.75,0.912765106042417,0.2876712328767123,0,Adults,30-44,18248.0,2025,1,Winter,Frequent Buyers
2869,CUST1039,01-09-2025,Skirt,Women'S Wear,1,4854.0,Mumbai,Female,50,0.0,0.971188475390156,0.5205479452054794,1,Seniors,45-59,4854.0,2025,9,Autumn,Premium Buyers
2869,CUST1039,09-01-2025,Tie,Accessories,3,4419.0,Thane,Male,41,0.5,0.8841536614645858,0.3972602739726027,1,Seniors,30-44,13257.0,2025,1,Winter,Premium Buyers
2870,CUST1244,14-05-2024,Jacket,Outerwear,1,2535.0,Mumbai,Female,59,0.0,0.507202881152461,0.6438356164383562,2,Seniors,45-59,2535.0,2024,5,Summer,Budget Buyers
2870,CUST1244,14-05-2024,Scarf,Accessories,3,4197.0,Nashik,Male,31,0.5,0.8397358943577431,0.2602739726027397,1,Adults,30-44,12591.0,2024,5,Summer,Premium Buyers
2870,CUST1244,14-05-2024,Belt,Accessories,4,3602.0,Delhi,Female,62,0.75,0.720688275310124,0.684931506849315,0,Old People,60+,14408.0,2024,5,Summer,Frequent Buyers
2871,CUST2578,20-06-2025,Jeans,Bottomwear,1,1039.0,Bangalore,Male,36,0.0,0.2078831532613045,0.3287671232876712,2,Seniors,30-44,1039.0,2025,6,Monsoon,Budget Buyers
2871,CUST2578,20-06-2025,Belt,Accessories,5,856.0,Delhi,Female,40,1.0,0.1712685074029611,0.3835616438356164,0,Seniors,30-44,4280.0,2025,6,Monsoon,Frequent Buyers
2872,CUST0533,13-08-2025,Cap,Accessories,4,2596.0,Nashik,Female,55,0.75,0.5194077631052421,0.589041095890411,0,Seniors,45-59,10384.0,2025,8,Monsoon,Frequent Buyers
2872,CUST0533,13-08-2025,Skirt,Women'S Wear,3,738.0,Mumbai,Female,34,0.5,0.1476590636254501,0.3013698630136986,2,Adults,30-44,2214.0,2025,8,Monsoon,Budget Buyers
2872,CUST0533,13-08-2025,Hoodie,Topwear,4,798.0,Bangalore,Male,57,0.75,0.1596638655462184,0.6164383561643836,0,Seniors,45-59,3192.0,2025,8,Monsoon,Frequent Buyers
2873,CUST2775,04-09-2024,Jacket,Outerwear,4,2546.0,Bangalore,Female,18,0.75,0.5094037615046019,0.0821917808219178,0,Teenagers,18-29,10184.0,2024,9,Autumn,Frequent Buyers
2873,CUST2775,09-04-2024,Scarf,Accessories,3,2018.0,Mumbai,Female,58,0.5,0.4037615046018407,0.6301369863013698,2,Seniors,45-59,6054.0,2024,4,Summer,Budget Buyers
2873,CUST2775,04-09-2024,Hoodie,Topwear,3,3220.0,Bangalore,Male,46,0.5,0.6442577030812325,0.4657534246575342,1,Seniors,45-59,9660.0,2024,9,Autumn,Premium Buyers
2874,CUST0278,14-02-2025,Jacket,Outerwear,2,2091.0,Nashik,Female,58,0.25,0.4183673469387755,0.6301369863013698,2,Seniors,45-59,4182.0,2025,2,Winter,Budget Buyers
2874,CUST0278,14-02-2025,Scarf,Accessories,1,2517.0,Mumbai,Male,44,0.0,0.5036014405762305,0.4383561643835616,2,Seniors,30-44,2517.0,2025,2,Winter,Budget Buyers
2874,CUST0278,14-02-2025,Shorts,Bottomwear,4,4983.0,Mumbai,Male,64,0.75,0.996998799519808,0.7123287671232876,0,Old People,60+,19932.0,2025,2,Winter,Frequent Buyers
2875,CUST0464,23-03-2025,Sneakers,Footwear,3,1230.0,Mumbai,Female,19,0.5,0.2460984393757503,0.0958904109589041,2,Teenagers,18-29,3690.0,2025,3,Summer,Budget Buyers
2875,CUST0464,23-03-2025,Socks,Footwear,2,4624.0,Delhi,Female,30,0.25,0.9251700680272108,0.2465753424657534,1,Adults,30-44,9248.0,2025,3,Summer,Premium Buyers
2876,CUST0038,21-07-2024,Belt,Accessories,5,2902.0,Delhi,Female,21,1.0,0.5806322529011605,0.1232876712328767,0,Adults,18-29,14510.0,2024,7,Monsoon,Frequent Buyers
2876,CUST0038,21-07-2024,Jacket,Outerwear,1,4335.0,Bangalore,Female,35,0.0,0.8673469387755102,0.3150684931506849,1,Adults,30-44,4335.0,2024,7,Monsoon,Premium Buyers
2876,CUST0038,21-07-2024,Watch,Accessories,4,4558.0,Thane,Female,30,0.75,0.9119647859143656,0.2465753424657534,0,Adults,30-44,18232.0,2024,7,Monsoon,Frequent Buyers
2876,CUST0038,21-07-2024,Scarf,Accessories,1,1102.0,Thane,Female,36,0.0,0.2204881952781112,0.3287671232876712,2,Seniors,30-44,1102.0,2024,7,Monsoon,Budget Buyers
2877,CUST1514,12-12-2024,Skirt,Women'S Wear,4,1526.0,Nashik,Female,19,0.75,0.3053221288515406,0.0958904109589041,0,Teenagers,18-29,6104.0,2024,12,Winter,Frequent Buyers
2877,CUST1514,12-12-2024,Jacket,Outerwear,3,3368.0,Mumbai,Female,46,0.5,0.6738695478191277,0.4657534246575342,1,Seniors,45-59,10104.0,2024,12,Winter,Premium Buyers
2877,CUST1514,12-12-2024,Watch,Accessories,1,3540.0,Delhi,Male,51,0.0,0.7082833133253301,0.5342465753424658,1,Seniors,45-59,3540.0,2024,12,Winter,Premium Buyers
2877,CUST1514,12-12-2024,Tie,Accessories,1,1107.0,Bangalore,Female,48,0.0,0.2214885954381752,0.4931506849315068,2,Seniors,45-59,1107.0,2024,12,Winter,Budget Buyers
2878,CUST2736,14-05-2025,Hoodie,Topwear,4,408.0,Bangalore,Male,58,0.75,0.0816326530612244,0.6301369863013698,0,Seniors,45-59,1632.0,2025,5,Summer,Frequent Buyers
2878,CUST2736,14-05-2025,Cap,Accessories,5,3277.0,Pune,Female,25,1.0,0.6556622649059624,0.1780821917808219,0,Adults,18-29,16385.0,2025,5,Summer,Frequent Buyers
2878,CUST2736,14-05-2025,Tie,Accessories,3,3423.0,Mumbai,Female,64,0.5,0.6848739495798319,0.7123287671232876,1,Old People,60+,10269.0,2025,5,Summer,Premium Buyers
2879,CUST2794,15-02-2025,Jeans,Bottomwear,5,1112.0,Thane,Female,44,1.0,0.2224889955982393,0.4383561643835616,0,Seniors,30-44,5560.0,2025,2,Winter,Frequent Buyers
2879,CUST2794,15-02-2025,Belt,Accessories,5,3595.0,Mumbai,Male,32,1.0,0.7192877150860344,0.273972602739726,0,Adults,30-44,17975.0,2025,2,Winter,Frequent Buyers
2879,CUST2794,15-02-2025,Shorts,Bottomwear,2,1357.0,Pune,Male,40,0.25,0.2715086034413765,0.3835616438356164,2,Seniors,30-44,2714.0,2025,2,Winter,Budget Buyers
2880,CUST1893,12-05-2025,Jacket,Outerwear,1,1493.0,Nashik,Male,39,0.0,0.298719487795118,0.3698630136986301,2,Seniors,30-44,1493.0,2025,5,Summer,Budget Buyers
2880,CUST1893,05-12-2025,Scarf,Accessories,1,1351.0,Thane,Male,64,0.0,0.2703081232492997,0.7123287671232876,2,Old People,60+,1351.0,2025,12,Winter,Budget Buyers
2880,CUST1893,12-05-2025,Belt,Accessories,5,1350.0,Pune,Female,41,1.0,0.2701080432172869,0.3972602739726027,0,Seniors,30-44,6750.0,2025,5,Summer,Frequent Buyers
2881,CUST0101,27-02-2025,Dress,Women'S Wear,5,3790.0,Bangalore,Female,39,1.0,0.7583033213285314,0.3698630136986301,0,Seniors,30-44,18950.0,2025,2,Winter,Frequent Buyers
2881,CUST0101,27-02-2025,Handbag,Accessories,5,458.0,Thane,Female,64,1.0,0.0916366546618647,0.7123287671232876,0,Old People,60+,2290.0,2025,2,Winter,Frequent Buyers
2882,CUST0089,28-03-2024,Shirt,Topwear,1,1555.0,Thane,Female,58,0.0,0.3111244497799119,0.6301369863013698,2,Seniors,45-59,1555.0,2024,3,Summer,Budget Buyers
2882,CUST0089,28-03-2024,Tie,Accessories,3,3554.0,Mumbai,Female,50,0.5,0.7110844337735094,0.5205479452054794,1,Seniors,45-59,10662.0,2024,3,Summer,Premium Buyers
2882,CUST0089,28-03-2024,Watch,Accessories,1,2596.0,Mumbai,Female,40,0.0,0.5194077631052421,0.3835616438356164,2,Seniors,30-44,2596.0,2024,3,Summer,Budget Buyers
2883,CUST2901,24-11-2025,Dress,Women'S Wear,3,1474.0,Delhi,Female,63,0.5,0.2949179671868747,0.6986301369863014,2,Old People,60+,4422.0,2025,11,Autumn,Budget Buyers
2883,CUST2901,24-11-2025,Handbag,Accessories,5,4862.0,Pune,Male,18,1.0,0.9727891156462584,0.0821917808219178,0,Teenagers,18-29,24310.0,2025,11,Autumn,Frequent Buyers
2883,CUST2901,24-11-2025,Sneakers,Footwear,4,4644.0,Mumbai,Male,50,0.75,0.929171668667467,0.5205479452054794,0,Seniors,45-59,18576.0,2025,11,Autumn,Frequent Buyers
2883,CUST2901,24-11-2025,T-Shirt,Topwear,3,4403.0,Bangalore,Male,32,0.5,0.8809523809523809,0.273972602739726,1,Adults,30-44,13209.0,2025,11,Autumn,Premium Buyers
2884,CUST1576,10-05-2025,Sneakers,Footwear,2,3875.0,Pune,Female,59,0.25,0.7753101240496199,0.6438356164383562,1,Seniors,45-59,7750.0,2025,5,Summer,Premium Buyers
2884,CUST1576,10-05-2025,Socks,Footwear,1,3759.0,Delhi,Male,51,0.0,0.7521008403361344,0.5342465753424658,1,Seniors,45-59,3759.0,2025,5,Summer,Premium Buyers
2885,CUST1145,14-08-2024,Sneakers,Footwear,1,4151.0,Thane,Female,64,0.0,0.8305322128851541,0.7123287671232876,1,Old People,60+,4151.0,2024,8,Monsoon,Premium Buyers
2885,CUST1145,14-08-2024,Socks,Footwear,3,2204.0,Pune,Male,48,0.5,0.4409763905562225,0.4931506849315068,2,Seniors,45-59,6612.0,2024,8,Monsoon,Budget Buyers
2885,CUST1145,14-08-2024,Scarf,Accessories,1,887.0,Pune,Female,60,0.0,0.1774709883953581,0.6575342465753424,2,Old People,60+,887.0,2024,8,Monsoon,Budget Buyers
2885,CUST1145,14-08-2024,Handbag,Accessories,5,0.0,Nashik,Male,34,1.0,0.0,0.3013698630136986,0,Adults,30-44,0.0,2024,8,Monsoon,Frequent Buyers
2886,CUST1000,29-10-2024,Shirt,Topwear,1,1001.0,Nashik,Male,53,0.0,0.2002801120448179,0.5616438356164384,2,Seniors,45-59,1001.0,2024,10,Autumn,Budget Buyers
2886,CUST1000,29-10-2024,Tie,Accessories,4,963.0,Thane,Female,36,0.75,0.1926770708283313,0.3287671232876712,0,Seniors,30-44,3852.0,2024,10,Autumn,Frequent Buyers
2887,CUST2171,15-03-2024,Shirt,Topwear,2,865.0,Thane,Female,21,0.25,0.1730692276910764,0.1232876712328767,2,Adults,18-29,1730.0,2024,3,Summer,Budget Buyers
2887,CUST2171,15-03-2024,Tie,Accessories,4,1056.0,Mumbai,Male,53,0.75,0.2112845138055222,0.5616438356164384,0,Seniors,45-59,4224.0,2024,3,Summer,Frequent Buyers
2887,CUST2171,15-03-2024,Handbag,Accessories,1,1506.0,Bangalore,Female,62,0.0,0.3013205282112845,0.684931506849315,2,Old People,60+,1506.0,2024,3,Summer,Budget Buyers
2888,CUST1982,08-01-2025,Dress,Women'S Wear,1,4774.0,Nashik,Female,55,0.0,0.9551820728291316,0.589041095890411,1,Seniors,45-59,4774.0,2025,1,Winter,Premium Buyers
2888,CUST1982,08-01-2025,Handbag,Accessories,5,4058.0,Pune,Male,40,1.0,0.8119247699079631,0.3835616438356164,0,Seniors,30-44,20290.0,2025,1,Winter,Frequent Buyers
2889,CUST0384,31-01-2024,Jacket,Outerwear,4,627.0,Pune,Male,49,0.75,0.1254501800720288,0.5068493150684932,0,Seniors,45-59,2508.0,2024,1,Winter,Frequent Buyers
2889,CUST0384,31-01-2024,Socks,Footwear,5,590.0,Bangalore,Male,36,1.0,0.118047218887555,0.3287671232876712,0,Seniors,30-44,2950.0,2024,1,Winter,Frequent Buyers
2890,CUST2188,29-11-2024,Jacket,Outerwear,1,3432.0,Delhi,Female,63,0.0,0.6866746698679472,0.6986301369863014,1,Old People,60+,3432.0,2024,11,Autumn,Premium Buyers
2890,CUST2188,29-11-2024,Scarf,Accessories,2,1951.0,Thane,Female,64,0.25,0.3903561424569828,0.7123287671232876,2,Old People,60+,3902.0,2024,11,Autumn,Budget Buyers
2891,CUST1442,10-07-2024,Shirt,Topwear,2,4006.0,Pune,Female,60,0.25,0.8015206082432973,0.6575342465753424,1,Old People,60+,8012.0,2024,7,Monsoon,Premium Buyers
2891,CUST1442,07-10-2024,Tie,Accessories,3,4179.0,Delhi,Female,33,0.5,0.8361344537815126,0.2876712328767123,1,Adults,30-44,12537.0,2024,10,Autumn,Premium Buyers
2892,CUST1528,15-08-2025,Jacket,Outerwear,5,746.0,Mumbai,Male,41,1.0,0.1492597038815526,0.3972602739726027,0,Seniors,30-44,3730.0,2025,8,Monsoon,Frequent Buyers
2892,CUST1528,15-08-2025,Scarf,Accessories,4,3673.0,Bangalore,Male,59,0.75,0.7348939575830332,0.6438356164383562,0,Seniors,45-59,14692.0,2025,8,Monsoon,Frequent Buyers
2892,CUST1528,15-08-2025,Shorts,Bottomwear,5,2825.0,Bangalore,Male,62,1.0,0.5652260904361744,0.684931506849315,0,Old People,60+,14125.0,2025,8,Monsoon,Frequent Buyers
2893,CUST2218,13-06-2025,Hoodie,Topwear,4,1883.0,Bangalore,Female,41,0.75,0.376750700280112,0.3972602739726027,0,Seniors,30-44,7532.0,2025,6,Monsoon,Frequent Buyers
2893,CUST2218,13-06-2025,Cap,Accessories,2,1568.0,Bangalore,Male,50,0.25,0.3137254901960784,0.5205479452054794,2,Seniors,45-59,3136.0,2025,6,Monsoon,Budget Buyers
2893,CUST2218,13-06-2025,Handbag,Accessories,4,2260.0,Pune,Male,41,0.75,0.4521808723489395,0.3972602739726027,0,Seniors,30-44,9040.0,2025,6,Monsoon,Frequent Buyers
2894,CUST1038,13-06-2024,Jacket,Outerwear,1,4834.0,Pune,Female,27,0.0,0.9671868747499,0.2054794520547945,1,Adults,18-29,4834.0,2024,6,Monsoon,Premium Buyers
2894,CUST1038,13-06-2024,Scarf,Accessories,4,2308.0,Pune,Female,38,0.75,0.4617847138855542,0.3561643835616438,0,Seniors,30-44,9232.0,2024,6,Monsoon,Frequent Buyers
2894,CUST1038,13-06-2024,Shorts,Bottomwear,5,2754.0,Mumbai,Female,32,1.0,0.5510204081632653,0.273972602739726,0,Adults,30-44,13770.0,2024,6,Monsoon,Frequent Buyers
2895,CUST1383,04-04-2025,Hoodie,Topwear,2,619.0,Pune,Female,51,0.25,0.1238495398159263,0.5342465753424658,2,Seniors,45-59,1238.0,2025,4,Summer,Budget Buyers
2895,CUST1383,04-04-2025,Handbag,Accessories,3,1753.0,Mumbai,Male,33,0.5,0.3507402961184473,0.2876712328767123,2,Adults,30-44,5259.0,2025,4,Summer,Budget Buyers
2895,CUST1383,04-04-2025,Belt,Accessories,2,1893.0,Delhi,Female,60,0.25,0.3787515006002401,0.6575342465753424,2,Old People,60+,3786.0,2025,4,Summer,Budget Buyers
2896,CUST0957,05-05-2024,Jacket,Outerwear,3,893.0,Bangalore,Male,60,0.5,0.1786714685874349,0.6575342465753424,2,Old People,60+,2679.0,2024,5,Summer,Budget Buyers
2896,CUST0957,05-05-2024,Scarf,Accessories,1,525.0,Delhi,Female,50,0.0,0.1050420168067226,0.5205479452054794,2,Seniors,45-59,525.0,2024,5,Summer,Budget Buyers
2896,CUST0957,05-05-2024,Shorts,Bottomwear,3,1577.0,Delhi,Male,65,0.5,0.3155262104841936,0.726027397260274,2,Old People,60+,4731.0,2024,5,Summer,Budget Buyers
2897,CUST2354,04-02-2025,Sneakers,Footwear,2,4690.0,Pune,Female,44,0.25,0.938375350140056,0.4383561643835616,1,Seniors,30-44,9380.0,2025,2,Winter,Premium Buyers
2897,CUST2354,02-04-2025,Socks,Footwear,3,4058.0,Pune,Male,27,0.5,0.8119247699079631,0.2054794520547945,1,Adults,18-29,12174.0,2025,4,Summer,Premium Buyers
2898,CUST0070,29-06-2025,Handbag,Accessories,3,2731.0,Thane,Female,34,0.5,0.5464185674269708,0.3013698630136986,1,Adults,30-44,8193.0,2025,6,Monsoon,Premium Buyers
2898,CUST0070,29-06-2025,Jacket,Outerwear,1,3271.0,Bangalore,Female,49,0.0,0.6544617847138856,0.5068493150684932,1,Seniors,45-59,3271.0,2025,6,Monsoon,Premium Buyers
